Vds,Ids (Vg=2.5V)_x,Ids (Vg=2.5V)_y,Ids (Vg=3.0V),Ids (Vg=4.0V),Ids (Vg=6.0V),Ids (Vg=8.0V),Ids (Vg=10.0V),Ids (Vg=12.0V),Ids (Vg=15.0V)
2.3763223880597018,1.5349882089552238,,,,,,,,
2.3769875621890546,,,,,,,,115.18373134328358,
2.3775880597014925,,,,,,,,,115.33925373134328
2.384576119402985,,,,,,114.69323383084576,,,
2.38594776119403,,1.4444519900497512,,,,,,,
2.393036815920398,,,,,112.72437810945272,,,,
2.393036815920398,,,,,112.72437810945272,,,,
2.405312437810945,,,14.111099502487562,,,,,,
2.414263184079602,,,,,,,,115.76711442786068,
2.414529353233831,,,,89.34860199004974,,,,,
2.414529353233831,,,,89.34860199004974,,,,,
2.41472487562189,,,,,,,115.3609950248756,,
2.4174089552238804,,,,,,115.35199004975124,,,
2.4208273631840798,1.678274626865672,,,,,,,,
2.427000497512437,,,,,,,,,116.12223880597014
2.431046766169154,,1.4311850746268655,,,,,,,
2.446701492537313,,,14.155885572139304,,,,,,
2.46726368159204,,,,,,,,116.47134328358209,
2.468657711442786,,,,,,,116.0657711442786,,
2.470313930348259,,,,,,,,,116.62671641791046
2.473499502487562,1.490545422885572,,,,,,,,
2.4820900497512435,,,,,,116.08149253731342,,,
2.4820900497512435,,,,,,116.08149253731342,,,
2.4820900497512435,,,,,,116.08149253731342,,,
2.4924696517412936,,1.4942027363184085,,,,,,,
2.5032855721393035,,,,90.11207462686568,,,,,
2.508292039800995,,,,,114.29880597014925,,,,
2.5101796019900497,,,14.192368159203978,,,,,,
2.516489054726368,,,,,,,,117.2121393034826,
2.517349751243781,,,,,,,116.6186567164179,,
2.518475124378109,,,,,,,,,117.3665671641791
2.5199343283582087,1.6351547263681594,,,,,,,,
2.5318706467661696,,1.5024955223880596,,,,,,,
2.536985572139304,,,,,114.98034825870648,,,,
2.539633830845771,,,,90.59439303482586,,,,,
2.5576756218905468,,,14.308457711442786,,,,,,
2.5620587064676617,,,,,,,,117.93189054726366,
2.563316915422885,,,,,,,117.32990049751244,,
2.564774626865672,,,,,,,,,118.00353233830846
2.57246815920398,1.549584577114428,,,,,,,,
2.5774597014925376,,,,,115.60308457711444,,,,
2.5879248756218907,,1.489226119402985,,,,,,,
2.595221393034826,,,,90.99375621890547,,,,,
2.597612935323383,,,15.15757711442786,,,,,,
2.6144323383084576,,,,,,118.02203980099505,,,
2.6144323383084576,,,,,,118.02203980099505,,,
2.615854228855721,,,,,,,117.97378109452735,,
2.6169149253731345,,,,,,,,118.49960199004974,
2.619967661691542,,,,,,,,,118.5389054726368
2.62606815920398,1.462025870646766,,,,,,,,
2.638476119402985,,,,,116.26273631840796,,,,
2.6393398009950246,,1.5505915422885572,,,,,,,
2.6488945273631845,,,13.832507462686566,,,,,,
2.6536661691542287,,,,91.34797014925374,,,,,
2.66495223880597,,,,,,,,119.02174129353236,
2.665419900497512,,,,,,,118.55567164179104,,
2.666813930348259,,,,,,,,,119.09985074626866
2.6741298507462687,,,,,116.90547263681592,,,,
2.676230348258706,1.4666676616915424,,,,,,,,
